exp_label,turn_index,group_label,input_tokens,prefix_hit_tokens,computation_tokens,blocking_ms,prefill_ms,kv_history_tokens,resident_kv_mib,prefill_baseline_ms,prefill_residual_ms,prefill_cost_per_token,kv_bin
exp1,2,Group1,1216.0,48.0,1168.0,0.1562,3129.2027,1076.0,33.625,194.66666666666666,2934.5360333333333,2.6791119006849313,Mid KV
exp1,2,Group2,468.0,0.0,468.0,0.0513,3112.1938,462.0,14.4375,78.0,3034.1938,6.649986752136752,Low KV
exp1,2,Group2,777.0,0.0,777.0,0.0341,677.0694000000001,771.0,24.09375,129.5,547.5694000000001,0.8713891891891893,Low KV
exp1,2,Group2,817.0,0.0,817.0,0.3161,3193.6728,810.0,25.3125,136.16666666666666,3057.5061333333333,3.90902423500612,Low KV
exp1,2,Group1,954.0,832.0,122.0,0.0893,3136.8073999999997,897.0,28.03125,20.333333333333332,3116.474066666666,25.711536065573767,Low KV
exp1,2,Group2,489.0,0.0,489.0,0.2709,3174.3277000000003,483.0,15.09375,81.5,3092.8277000000003,6.491467689161555,Low KV
exp1,3,Group1,2131.0,1072.0,1059.0,0.1481,5978.6868,1867.0,58.34375,176.5,5802.1868,5.645596600566573,Mid KV
exp1,3,Group1,993.0,944.0,49.0,0.3134,6019.848000000001,961.0,30.03125,8.166666666666666,6011.681333333334,122.85404081632655,Low KV
exp1,3,Group1,1257.0,1008.0,249.0,0.0331,1063.5397999999998,1171.0,36.59375,41.5,1022.0397999999998,4.271244176706826,Mid KV
exp1,3,Group1,593.0,256.0,337.0,0.3829,6025.4034,329.0,10.28125,56.166666666666664,5969.236733333333,17.879535311572702,Low KV
exp1,3,Group1,1234.0,448.0,786.0,0.0344,359.5771,970.0,30.3125,131.0,228.57709999999997,0.4574772264631043,Low KV
exp1,3,Group2,533.0,480.0,53.0,0.026,1058.5761999999997,528.0,16.5,8.833333333333332,1049.7428666666665,19.9731358490566,Low KV
exp1,3,Group1,1099.0,960.0,139.0,0.0194,1048.7057000000002,968.0,30.25,23.166666666666664,1025.5390333333335,7.544645323741008,Low KV
exp1,3,Group1,1055.0,432.0,623.0,0.4472,6041.3353,791.0,24.71875,103.83333333333333,5937.501966666667,9.697167415730336,Low KV
exp1,3,Group2,1339.0,304.0,1035.0,0.1644,5977.6128,1334.0,41.6875,172.5,5805.1128,5.775471304347826,Mid KV
exp1,3,Group2,901.0,656.0,245.0,0.4032,6036.412600000001,896.0,28.0,40.83333333333333,5995.5792666666675,24.638418775510207,Low KV
exp1,3,Group2,1848.0,816.0,1032.0,0.1991,5989.8617,1843.0,57.59375,172.0,5817.8617,5.804129554263566,Mid KV
exp1,3,Group2,1809.0,768.0,1041.0,713.694,7432.442199999999,1803.0,56.34375,173.5,7258.942199999999,7.139713928914504,Mid KV
exp1,3,Group1,1371.0,352.0,1019.0,0.0432,1072.9060000000002,1107.0,34.59375,169.83333333333331,903.0726666666669,1.0529008832188422,Mid KV
exp1,3,Group1,2090.0,784.0,1306.0,0.4225,6047.221399999999,1823.0,56.96875,217.66666666666666,5829.5547333333325,4.6303379785604895,Mid KV
exp1,3,Group2,1500.0,464.0,1036.0,0.1316,5965.3846,1494.0,46.6875,172.66666666666666,5792.717933333333,5.758093243243244,Mid KV
exp1,3,Group2,2075.0,1040.0,1035.0,0.25,6001.564399999999,2070.0,64.6875,172.5,5829.064399999999,5.798612946859903,Mid KV
exp1,3,Group1,1936.0,640.0,1296.0,0.0132,1045.9290999999998,1672.0,52.25,216.0,829.9290999999998,0.8070440586419751,Mid KV
exp1,3,Group2,2069.0,1024.0,1045.0,0.0986,8161.531800000001,2063.0,64.46875,174.16666666666666,7987.365133333334,7.810078277511963,Mid KV
exp1,3,Group1,2292.0,1120.0,1172.0,713.6773,7427.4803999999995,2150.0,67.1875,195.33333333333331,7232.147066666666,6.33744061433447,Mid KV
exp1,3,Group1,1845.0,544.0,1301.0,0.2156,5992.454699999999,1581.0,49.40625,216.83333333333331,5775.621366666666,4.606037432744042,Mid KV
exp1,3,Group1,762.0,240.0,522.0,0.2799,6006.1988,498.0,15.5625,87.0,5919.1988,11.50612796934866,Low KV
exp1,3,Group2,2071.0,1024.0,1047.0,0.3478,6029.9937,2065.0,64.53125,174.5,5855.4937,5.759306303724928,Mid KV
exp1,3,Group1,2505.0,1216.0,1289.0,713.7103,7439.321499999999,2241.0,70.03125,214.83333333333331,7224.488166666666,5.771389837083009,Mid KV
exp1,3,Group2,2072.0,1024.0,1048.0,0.1151,5964.331999999999,2065.0,64.53125,174.66666666666666,5789.6653333333325,5.691156488549618,Mid KV
exp1,3,Group2,2072.0,1040.0,1032.0,713.727,7437.328099999999,2066.0,64.5625,172.0,7265.328099999999,7.206713275193797,Mid KV
exp1,3,Group1,2031.0,736.0,1295.0,0.3649,6023.696099999999,1764.0,55.125,215.83333333333331,5807.862766666666,4.6515027799227795,Mid KV
exp1,3,Group2,1083.0,48.0,1035.0,713.7433,7436.400099999999,1078.0,33.6875,172.5,7263.900099999999,7.184927632850241,Mid KV
exp1,3,Group1,1486.0,336.0,1150.0,0.2964,6007.2196,1360.0,42.5,191.66666666666666,5815.552933333333,5.223669217391305,Mid KV
exp1,3,Group2,2064.0,1024.0,1040.0,0.3306,6026.7806,2059.0,64.34375,173.33333333333331,5853.447266666667,5.794981346153846,Mid KV
exp1,3,Group2,274.0,240.0,34.0,0.1808,5986.4247,269.0,8.40625,5.666666666666666,5980.758033333333,176.07131470588234,Low KV
exp1,3,Group2,268.0,208.0,60.0,0.0068,1035.5502000000001,262.0,8.1875,10.0,1025.5502000000001,17.25917,Low KV
exp1,3,Group2,1724.0,688.0,1036.0,0.2326,5994.5326,1719.0,53.71875,172.66666666666666,5821.865933333333,5.786228378378378,Mid KV
exp1,4,Group1,3768.0,2496.0,1272.0,0.1902,8507.193299999999,3531.0,110.34375,212.0,8295.193299999999,6.688045047169811,High KV
exp1,4,Group2,323.0,256.0,67.0,0.0069,979.6809,317.0,9.90625,11.166666666666666,968.5142333333333,14.622102985074626,Low KV
exp1,4,Group2,294.0,272.0,22.0,0.2252,8503.2902,288.0,9.0,3.6666666666666665,8499.623533333333,386.5131909090909,Low KV
exp1,4,Group2,1769.0,1328.0,441.0,0.2597,8510.534499999998,1763.0,55.09375,73.5,8437.034499999998,19.298264172335596,Mid KV
exp1,4,Group2,1961.0,1712.0,249.0,0.2425,8512.2364,1955.0,61.09375,41.5,8470.7364,34.18568835341365,Mid KV
exp1,4,Group1,1727.0,1232.0,495.0,0.2771,8528.1381,1490.0,46.5625,82.5,8445.6381,17.22856181818182,Mid KV
exp1,4,Group1,1252.0,992.0,260.0,0.331,8548.288600000002,1056.0,33.0,43.33333333333333,8504.955266666668,32.87803307692308,Mid KV
exp1,4,Group2,3102.0,2064.0,1038.0,0.4864,8600.9625,3097.0,96.78125,173.0,8427.9625,8.286091040462427,High KV
exp1,4,Group1,1007.0,592.0,415.0,0.368,8559.742,770.0,24.0625,69.16666666666666,8490.575333333334,20.625884337349397,Low KV
exp1,4,Group1,2870.0,1472.0,1398.0,0.4411,8582.307,2512.0,78.5,233.0,8349.307,6.138989270386267,Mid KV
exp1,4,Group2,3103.0,2064.0,1039.0,0.1533,8491.2985,3097.0,96.78125,173.16666666666666,8318.131833333335,8.172568334937441,High KV
exp1,4,Group1,3199.0,1936.0,1263.0,0.0354,12184.4868,2962.0,92.5625,210.5,11973.9868,9.647257957244657,Mid KV
exp1,4,Group1,3539.0,2288.0,1251.0,0.0164,975.3752,3319.0,103.71875,208.5,766.8752,0.779676418864908,High KV
exp1,4,Group2,1368.0,896.0,472.0,0.1359,8462.5738,1363.0,42.59375,78.66666666666666,8383.907133333334,17.92918177966102,Mid KV
exp1,4,Group1,2025.0,752.0,1273.0,0.0851,12224.9818,1788.0,55.875,212.16666666666666,12012.815133333334,9.60328499607227,Mid KV
exp1,4,Group1,1449.0,1248.0,201.0,0.4036,8568.001199999999,1415.0,44.21875,33.5,8534.501199999999,42.62687164179104,Mid KV
exp1,4,Group2,2841.0,1808.0,1033.0,0.2949,8532.1606,2835.0,88.59375,172.16666666666666,8359.993933333333,8.259593998063892,Mid KV
exp1,4,Group1,3067.0,2032.0,1035.0,0.1017,8455.4132,3057.0,95.53125,172.5,8282.9132,8.169481352657005,Mid KV
exp1,4,Group1,3108.0,1840.0,1268.0,742.9185,11477.1068,2871.0,89.71875,211.33333333333331,11265.773466666666,9.051346056782334,Mid KV
exp1,4,Group2,2532.0,1488.0,1044.0,742.8982,11467.982500000002,2526.0,78.9375,174.0,11293.982500000002,10.98465756704981,Mid KV
exp1,4,Group2,2114.0,1072.0,1042.0,742.8811,11463.8805,2109.0,65.90625,173.66666666666666,11290.213833333333,11.001804702495201,Mid KV
exp1,4,Group1,2702.0,2080.0,622.0,0.3128,8545.1167,2692.0,84.125,103.66666666666666,8441.450033333334,13.738129742765274,Mid KV
exp1,4,Group2,3098.0,2064.0,1034.0,0.1732,8496.1081,3093.0,96.65625,172.33333333333331,8323.774766666666,8.216738974854932,Mid KV
exp1,4,Group1,2193.0,1360.0,833.0,0.4219,8578.696200000002,1956.0,61.125,138.83333333333331,8439.862866666668,10.29855486194478,Mid KV
exp1,4,Group1,1542.0,1088.0,454.0,0.3486,8556.946199999998,1512.0,47.25,75.66666666666666,8481.279533333332,18.847899118942728,Mid KV
exp1,4,Group1,3394.0,2128.0,1266.0,0.0603,12191.4819,3157.0,98.65625,211.0,11980.4819,9.629922511848342,High KV
exp1,4,Group1,1657.0,1040.0,617.0,0.2078,8503.019,1420.0,44.375,102.83333333333333,8400.185666666666,13.781230145867099,Mid KV
exp1,4,Group2,3093.0,2064.0,1029.0,0.1188,8460.1883,3088.0,96.5,171.5,8288.6883,8.221757337220602,Mid KV
exp1,4,Group2,951.0,528.0,423.0,0.048,258.6124,945.0,29.53125,70.5,188.11239999999998,0.6113768321513002,Low KV
exp1,4,Group2,3103.0,2064.0,1039.0,0.0157,12187.6374,3098.0,96.8125,173.16666666666666,12014.470733333334,11.730161116458133,High KV
exp1,4,Group2,3105.0,2064.0,1041.0,0.461,8603.169,3100.0,96.875,173.5,8429.669,8.264331412103747,High KV
exp1,4,Group2,2879.0,1840.0,1039.0,0.3851,8566.6421,2874.0,89.8125,173.16666666666666,8393.475433333333,8.245083830606351,Mid KV
exp1,5,Group1,2766.0,1648.0,1118.0,1301.3681,15686.428999999998,2682.0,83.8125,186.33333333333331,15500.095666666664,14.030795169946332,Mid KV
exp1,5,Group1,1517.0,1248.0,269.0,0.045,2215.1119,1490.0,46.5625,44.83333333333333,2170.2785666666664,8.234616728624534,Mid KV
exp1,5,Group1,2032.0,992.0,1040.0,0.317,12426.3242,1948.0,60.875,173.33333333333331,12252.990866666665,11.948388653846154,Mid KV
exp1,5,Group1,2579.0,1536.0,1043.0,0.2338,12380.7406,2568.0,80.25,173.83333333333331,12206.907266666665,11.870316970278044,Mid KV
exp1,5,Group1,4309.0,3184.0,1125.0,0.0097,2191.0193,4225.0,132.03125,187.5,2003.5193,1.947572711111111,High KV
exp1,5,Group1,3135.0,2016.0,1119.0,0.217,12370.856200000002,3051.0,95.34375,186.5,12184.356200000002,11.055278105451297,Mid KV
exp1,5,Group2,3910.0,2864.0,1046.0,1301.3011,15655.8919,3905.0,122.03125,174.33333333333331,15481.558566666667,14.967391873804972,High KV
exp1,5,Group1,4757.0,3536.0,1221.0,1301.3844,15679.9369,4565.0,142.65625,203.5,15476.4369,12.841881162981164,High KV
exp1,5,Group2,4132.0,3104.0,1028.0,0.0247,935.5294,4127.0,128.96875,171.33333333333331,764.1960666666666,0.9100480544747082,High KV
exp1,5,Group2,4135.0,3088.0,1047.0,0.4442,12467.0206,4129.0,129.03125,174.5,12292.5206,11.907374021012416,High KV
exp1,5,Group1,3303.0,2192.0,1111.0,0.1823,12344.7876,3219.0,100.59375,185.16666666666666,12159.620933333334,11.1114199819982,High KV
exp1,5,Group2,4122.0,3088.0,1034.0,0.2502,12384.220599999999,4117.0,128.65625,172.33333333333331,12211.887266666665,11.977002514506768,High KV
exp1,5,Group2,2310.0,1360.0,950.0,0.0299,2212.1738,2305.0,72.03125,158.33333333333331,2053.8404666666665,2.328604,Mid KV
exp1,5,Group2,4134.0,3104.0,1030.0,0.2831,12399.464799999998,4129.0,129.03125,171.66666666666666,12227.798133333332,12.038315339805823,High KV
exp1,5,Group1,4111.0,3056.0,1055.0,1301.3182,15659.2393,4093.0,127.90625,175.83333333333331,15483.405966666665,14.842880853080567,High KV
exp1,5,Group1,4878.0,3760.0,1118.0,0.2997,12403.967100000002,4794.0,149.8125,186.33333333333331,12217.633766666668,11.094782737030412,High KV
exp1,5,Group2,3564.0,2528.0,1036.0,0.469,12470.814199999999,3558.0,111.1875,172.66666666666666,12298.147533333333,12.037465444015442,High KV
exp1,5,Group2,4131.0,3104.0,1027.0,0.1324,17004.7462,4124.0,128.875,171.16666666666666,16833.579533333334,16.557688607594937,High KV
exp1,5,Group2,4135.0,3104.0,1031.0,0.149,12343.268499999998,4130.0,129.0625,171.83333333333331,12171.435166666664,11.972132395732297,High KV
exp1,5,Group1,4504.0,3392.0,1112.0,0.3891,12440.2691,4420.0,138.125,185.33333333333331,12254.935766666666,11.187292356115108,High KV
exp1,5,Group1,4218.0,3104.0,1114.0,0.4249,12458.3315,4134.0,129.1875,185.66666666666666,12272.664833333334,11.183421454219031,High KV
exp1,5,Group2,3145.0,2112.0,1033.0,1301.4008,15701.001599999998,3140.0,98.125,172.16666666666666,15528.834933333332,15.199420716360114,High KV
exp1,5,Group1,2053.0,1712.0,341.0,0.2006,12370.2823,1969.0,61.53125,56.83333333333333,12313.448966666667,36.27648768328446,Mid KV
exp1,5,Group1,3747.0,2688.0,1059.0,1301.3352,15667.004500000001,3729.0,116.53125,176.5,15490.504500000001,14.794149669499529,High KV
exp1,5,Group2,3873.0,2832.0,1041.0,0.1657,12351.4584,3867.0,120.84375,173.5,12177.9584,11.864993659942362,High KV
exp1,5,Group2,1983.0,944.0,1039.0,1301.3518,15669.5882,1977.0,61.78125,173.16666666666666,15496.421533333334,15.081413089509143,Mid KV
exp1,5,Group1,3606.0,2864.0,742.0,0.2668,12396.472899999999,3433.0,107.28125,123.66666666666666,12272.806233333333,16.70683679245283,High KV
exp1,5,Group2,328.0,288.0,40.0,0.3342,12424.697900000001,323.0,10.09375,6.666666666666666,12418.031233333335,310.6174475,Low KV
exp1,5,Group2,2076.0,1952.0,124.0,0.0195,2197.8304,2070.0,64.6875,20.666666666666664,2177.1637333333333,17.72443870967742,Mid KV
exp1,5,Group2,378.0,320.0,58.0,0.4066,12461.168000000001,372.0,11.625,9.666666666666666,12451.501333333335,214.84772413793107,Low KV
exp1,5,Group1,1789.0,1440.0,349.0,0.369,12446.156400000002,1743.0,54.46875,58.166666666666664,12387.989733333336,35.66233925501433,Mid KV
exp1,5,Group2,1836.0,1760.0,76.0,0.3513,12439.6957,1830.0,57.1875,12.666666666666666,12427.029033333334,163.68020657894738,Mid KV
exp1,6,Group2,5162.0,4128.0,1034.0,0.0319,3829.6869,5157.0,161.15625,172.33333333333331,3657.3535666666667,3.703759090909091,High KV
exp1,6,Group1,2258.0,2032.0,226.0,2925.5435,19154.2507,2114.0,66.0625,37.666666666666664,19116.584033333333,84.75332168141593,Mid KV
exp1,6,Group1,1975.0,1776.0,199.0,0.2572,16657.6813,1875.0,58.59375,33.166666666666664,16624.514633333332,83.70694120603015,Mid KV
exp1,6,Group1,3469.0,2576.0,893.0,0.008,3807.0094000000004,3412.0,106.625,148.83333333333331,3658.176066666667,4.263168421052632,High KV
exp1,6,Group1,3834.0,3120.0,714.0,2925.4921,19145.6946,3690.0,115.3125,119.0,19026.6946,26.81469831932773,High KV
exp1,6,Group2,5165.0,4128.0,1037.0,0.3875,16721.527100000003,5160.0,161.25,172.83333333333331,16548.69376666667,16.124905593056898,High KV
exp1,6,Group1,1657.0,1504.0,153.0,0.0237,3824.5600000000004,1582.0,49.4375,25.5,3799.0600000000004,24.997124183006537,Mid KV
exp1,6,Group1,5948.0,4752.0,1196.0,0.3694,16716.613299999997,5783.0,180.71875,199.33333333333331,16517.279966666665,13.97710142140468,High KV
exp1,6,Group1,5040.0,3744.0,1296.0,0.4075,16744.4331,4773.0,149.15625,216.0,16528.4331,12.920087268518516,High KV
exp1,6,Group1,5479.0,4304.0,1175.0,0.4462,16762.520200000003,5335.0,166.71875,195.83333333333331,16566.68686666667,14.265974638297875,High KV
exp1,6,Group1,3223.0,2048.0,1175.0,0.1529,16603.951399999998,3079.0,96.21875,195.83333333333331,16408.118066666666,14.131022468085105,Mid KV
exp1,6,Group2,3341.0,2304.0,1037.0,0.0161,3801.4853999999996,3336.0,104.25,172.83333333333331,3628.652066666666,3.6658489874638374,High KV
exp1,6,Group2,4176.0,3136.0,1040.0,0.0468,929.5704000000001,4171.0,130.34375,173.33333333333331,756.2370666666668,0.8938176923076924,High KV
exp1,6,Group2,4596.0,3552.0,1044.0,0.2229,16628.2795,4590.0,143.4375,174.0,16454.2795,15.927470785440613,High KV
exp1,6,Group2,5153.0,4112.0,1041.0,0.0446,3852.4676000000004,5148.0,160.875,173.5,3678.9676000000004,3.7007373679154663,High KV
exp1,6,Group1,4089.0,3296.0,793.0,0.2398,16657.9887,3945.0,123.28125,132.16666666666666,16525.822033333334,21.006290920554857,High KV
exp1,6,Group2,381.0,320.0,61.0,0.2054,16627.406000000003,376.0,11.75,10.166666666666666,16617.239333333335,272.58042622950825,Low KV
exp1,6,Group2,3014.0,1984.0,1030.0,0.2746,16660.8363,3008.0,94.0,171.66666666666666,16489.16963333333,16.17556922330097,Mid KV
exp1,6,Group1,3936.0,2752.0,1184.0,0.1866,16613.6694,3792.0,118.5,197.33333333333331,16416.336066666667,14.03181537162162,High KV
exp1,6,Group1,6048.0,4864.0,1184.0,2925.5267,19156.5535,5904.0,184.5,197.33333333333331,18959.22016666667,16.179521537162163,High KV
exp1,6,Group1,5674.0,4496.0,1178.0,2925.4754,19134.8355,5530.0,172.8125,196.33333333333331,18938.50216666667,16.243493633276742,High KV
exp1,6,Group2,5162.0,4128.0,1034.0,0.3517,16701.1488,5157.0,161.15625,172.33333333333331,16528.815466666667,16.151981431334622,High KV
exp1,6,Group1,5388.0,4208.0,1180.0,0.334,16695.1624,5244.0,163.875,196.66666666666666,16498.495733333333,14.148442711864408,High KV
exp1,6,Group2,5167.0,4128.0,1039.0,0.4706,16766.7198,5161.0,161.28125,173.16666666666666,16593.55313333333,16.137362656400384,High KV
exp1,6,Group2,4941.0,3904.0,1037.0,0.4261,16740.853400000004,4936.0,154.25,172.83333333333331,16568.02006666667,16.14354233365478,High KV
exp1,6,Group1,4848.0,3600.0,1248.0,2925.561,19163.6369,4632.0,144.75,208.0,18955.6369,15.355478285256412,High KV
exp1,6,Group2,4905.0,3872.0,1033.0,2925.51,19146.596299999997,4899.0,153.09375,172.16666666666666,18974.42963333333,18.53494317521781,High KV
exp1,6,Group1,5404.0,4112.0,1292.0,0.1196,22093.4856,5137.0,160.53125,215.33333333333331,21878.152266666668,17.10022105263158,High KV
exp1,6,Group2,5166.0,4128.0,1038.0,0.3167,16680.6346,5160.0,161.25,173.0,16507.6346,16.069975529865125,High KV
exp1,6,Group2,2140.0,2080.0,60.0,0.2923,16675.0557,2134.0,66.6875,10.0,16665.0557,277.917595,Mid KV
exp1,6,Group2,1965.0,1824.0,141.0,0.1695,16608.9126,1959.0,61.21875,23.5,16585.4126,117.79370638297873,Mid KV
